,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci
3361,30364,2022_BoTC_25817_1,BTC/SCDB/02/2022,Construction of 1 No. Bengtol village road with 1 No. RCC Box Culvert under Bengtol VCDC under 15th Finance Commission for the year 2020-21 and 2021-22,Construction of 1 No. Bengtol village road with 1 No. RCC Box Culvert under Bengtol VCDC under 15th Finance Commission for the year 2020-21 and 2021-22,Works,Open Tender,Works,Civil Works,2022-2023,No,No,,01-06-2022 14:00,,180,No,No,Not Applicable,13-06-2022 14:30,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Bodoland Territorial Council,SIDLI,781373,,,,,"25,00,000",Cancelled,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2, 'road': 2}",,,CHIRANG,True,CHIRANG,'Bengtol',SIDLI-CHIRANG,Bengtol,Bengtal
3533,31612,2022_BTC_24712_1,No. ACE- 05/CHN/IFB/2018-19/373,"Construction of CC Pavement road at Madhyam Dakhingaon (Gwjwnpuri village) with RCC Box Culvert, Chirang.Package No.TN_135_1","Construction of CC Pavement road at Madhyam Dakhingaon (Gwjwnpuri village) with RCC Box Culvert, Chirang.Package No.TN_135_1",Works,Open Tender,Item Rate,Civil Works – Roads,2021-2022,No,No,,14-03-2022 13:00,,180,No,No,Offline,29-03-2022 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Chirang,783390,7.0,03-Jun-22,INR 9260000.00,['Jamidar Narzary'],"92,63,601",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'package': 2},,CHIRANG,CHIRANG,True,CHIRANG,,,,
3555,31804,2022_BTC_25926_1,No. ACE- 05/CHN/IFB/2018-19/400,Construction of RCC Box culvert at No.2 Boldi (Middle) in Chirang District. TN_8_6,Construction of RCC Box culvert at No.2 Boldi (Middle) in Chirang District. TN_8_6,Works,Open Tender,Item Rate,Civil Works – Roads,2022-2023,No,No,,10-06-2022 10:30,,180,No,No,Online,28-06-2022 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Chirang,783390,,,,,"36,99,960",Cancelled,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2}",,CHIRANG,CHIRANG,True,CHIRANG,,,,
3571,31944,2021_BoTC_21952_1,TN-356,"Construction of Black topping road with RCC Box culvert from Silbari main road to Morapara village via Anthaibari village for Rs.82.00 lacs under BADP, 2019-20 of Chirang District","Construction of Black topping road with RCC Box culvert from Silbari main road to Morapara village via Anthaibari village for Rs.82.00 lacs under BADP, 2019-20 of Chirang District",Works,Open Tender,Item Rate,Civil Works – Roads,2021-2022,No,No,,21-06-2021 15:00,,180,No,No,Offline,29-06-2021 15:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Chirang,783390,5.0,12-Aug-21,INR 8084855.00,['M/S Muchahary Enterprise'],"80,84,855",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2, 'road': 4}",,CHIRANG,CHIRANG,True,CHIRANG,"'SILBARI', 'ANTHAIBARI', 'Anthaibari'",SIDLI-CHIRANG,Srijangram,Bengtal
3609,32278,2021_BoTC_21888_1,BTC/SCDB/01/2021,Construction of Canal and 2 Nos Culvert with C.C Pavement road from Mainaguri to Tangabari Village,Construction of Canal and 2 Nos Culvert with C.C Pavement road from Mainaguri to Tangabari Village for the year 2020-21.,Works,Open Tender,Works,Civil Works – Roads,2021-2022,No,No,,16-06-2021 15:00,,180,No,No,Offline,28-06-2021 16:30,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Bodoland Territorial Council,SIDLI,783373,,,,,"68,06,826",Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 2, 'canal': 2, 'road': 2}",,,CHIRANG,True,CHIRANG,"'TANGABARI', 'Tangabari'",SIDLI-CHIRANG,Bengtol,Sidli (Pt)
3619,32315,2022_BTC_25921_1,No. ACE- 05/CHN/IFB/2018-19/400,Construction of RCC Box culvert at Bengtol Kumguri near Rajkumar House in Chirang District. TN_8_1,Construction of RCC Box culvert at Bengtol Kumguri near Rajkumar House in Chirang District. TN_8_1,Works,Open Tender,Item Rate,Civil Works – Roads,2022-2023,No,No,,10-06-2022 10:00,,180,No,No,Online,28-06-2022 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Chirang,783390,,,,,"65,74,919",Cancelled,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2}",,CHIRANG,CHIRANG,True,CHIRANG,"'Bengtol', 'KUMGURI', 'Kumguri'",SIDLI-CHIRANG,Bengtol,Bengtal
3862,33921,2022_BTC_25925_1,No. ACE- 05/CHN/IFB/2018-19/400,Construction of RCC Box culvert at No.2 Boldi (Dologaon) near Balua House in Chirang District.TN_8_5,Construction of RCC Box culvert at No.2 Boldi (Dologaon) near Balua House in Chirang District.TN_8_5,Works,Open Tender,Item Rate,Civil Works – Roads,2022-2023,No,No,,10-06-2022 10:30,,180,No,No,Online,28-06-2022 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Chirang,783390,,,,,"45,49,930",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2}",,CHIRANG,CHIRANG,True,CHIRANG,'DOLOGAON',SIDLI-CHIRANG,Bengtol,Sidli (Pt)
3871,33978,2021_BoTC_21991_1,CRD/1/2021-22,CRD/ 2021-22/01 Construction of road from Delaisri Bazar to North Tharaibari village with box culvert under Khungring VCDC under Chirang Forest Division,CRD/ 2021-22/01 Construction of road from Delaisri Bazar to North Tharaibari village with box culvert under Khungring VCDC under Chirang Forest Division,Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,24-06-2021 10:30,,180,No,No,Offline,08-07-2021 10:30,Bodoland Territorial Council||Forests-BTC,Bodoland Territorial Council,Chirang,783385,,,,,"60,65,352",Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 2, 'box': 2, 'road': 2}",,CHIRANG,CHIRANG,True,CHIRANG,'Khungring',Kokrajhar,Bengtol,Bengtal
3882,34048,2022_BTC_24046_1,No. ACE- 05/CHN/IFB/2018-19/345,"Construction of RCC Box Culvert at No.2 Hulmagaon (Titaguri) village road under Kadomtola VCDC in Chirang District BTR, Assam under SOPD for the year 2021-22. (TN_89_1)","Construction of RCC Box Culvert at No.2 Hulmagaon (Titaguri) village road under Kadomtola VCDC in Chirang District BTR, Assam under SOPD for the year 2021-22. (TN_89_1)",Works,Open Tender,Item Rate,Civil Works – Roads,2021-2022,No,No,,17-01-2022 12:00,,180,No,No,Offline,27-01-2022 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Chirang,783390,1.0,18-Feb-22,INR 3516418.00,"['BIJIT BRAHMA', 'BITHORAIGWRA CONSTRUCTION', 'Jamidar Narzary']","35,16,993",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2, 'road': 2}",,CHIRANG,CHIRANG,True,CHIRANG,,,,
3906,34248,2022_BoTC_26074_1,BTC/SCDB/05/2022 - 02,Construction of 1 No. Bengtol village road with 1 No. RCC Box Culvert under Bengtol VCDC under 15th Finance Commission for the year 2020-21 and 2021-22,Construction of 1 No. Bengtol village road with 1 No. RCC Box Culvert under Bengtol VCDC under 15th Finance Commission for the year 2020-21 and 2021-22,Works,Open Tender,Works,Civil Works - Bridges,2022-2023,No,No,,22-06-2022 17:50,,180,No,No,Online,05-07-2022 14:30,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Bodoland Territorial Council,SIDLI,783385,,,,"['Sri Domnic Islary', 'BRONSON NARZARY', 'Sri Jugami Iswary']","25,00,000",Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2, 'road': 2}",,,CHIRANG,True,CHIRANG,'Bengtol',SIDLI-CHIRANG,Bengtol,Bengtal
3950,34639,2021_BoTC_22314_1,BDO/SOPD/e-tender/2020-21/ 01,BDO/SOPD/e-tender//2020-21/01,Construction of Embankment,Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,02-08-2021 10:00,02-08-2021 10:00,180,No,No,Offline,04-08-2021 16:00,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Bodoland Territorial Council,Chirang,783393,,,,"['NABA BASUMATARY', 'Sri Dhajen Wary']",,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,{'embankment': 1},,,CHIRANG,True,CHIRANG,,,,
3979,34818,2021_BoTC_22316_1,BDO/SOPD/e-tender/2020-21/01-A,BDO/SOPD/e-tender/2020-21/01-A,Construction of Embankment.,Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,02-08-2021 10:00,02-08-2021 10:00,180,No,No,Offline,04-08-2021 16:00,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Bodoland Territorial Council,Chirang,783375,,,,"['NABA BASUMATARY', 'Sri Dhajen Wary']",,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,{'embankment': 1},,,CHIRANG,True,CHIRANG,,,,
4086,35828,2021_BoTC_22069_1,CRD/2 of 2021-22,CRD/ 2021-22/04 Construction of road from Nizlaguri Boro Basti to Shantipur Adivasi Komla Mandir via Dantak road with 1 No. RCC Box Culvert and 3 Nos. HP Culvert under Chirang Forest Division,CRD/2021-22/04 Construction of road from Nizlaguri Boro Basti to Shantipur Adivasi Komla Mandir via Dantak road with 1 No. RCC Box Culvert and 3 Nos. HP Culvert under Chirang Forest Division,Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,02-07-2021 10:30,,180,No,No,Offline,16-07-2021 10:30,Bodoland Territorial Council||Forests-BTC,Bodoland Territorial Council,Chirang,783385,,,,,"83,10,072",Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 4, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 4, 'box': 2, 'rcc': 2, 'road': 4}",,CHIRANG,CHIRANG,True,CHIRANG,,,,
4163,36551,2021_SCD_19934_1,E-TEN-1/Pt./2020-21/4347 Date-02.01.2021,RIVER BANK EROSION CONTROL CUM PLANTATION PROJECT AT AIE RIVER NEAR HAGRAMA BRIDGE OF CHIRANG DISTRICT UNDER RIDF-XXV,RIVER BANK EROSION CONTROL CUM PLANTATION PROJECT AT AIE RIVER NEAR HAGRAMA BRIDGE OF CHIRANG DISTRICT UNDER RIDF-XXV,Works,Open Tender,Works,Civil Works,2020-2021,No,No,,04-01-2021 15:30,,365,No,No,Online,12-01-2021 15:00,Soil Conservation Department||Director - SCD,Soil Conservation Department,Chirang,783390,2.0,17-Feb-21,INR 9747873.80,['Sachin Basumatary'],"99,46,810",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,"{'erosion': 2, 'bridge': 2}",,CHIRANG,CHIRANG,False,CHIRANG,,,,
4219,36985,2021_SCD_19934_3,E-TEN-1/Pt./2020-21/4347 Date-02.01.2021,LAND DEVELOPMENT AND SOIL EROSION CONTROL PROJECT UNDER SIDLI DEV. BLOCK UNDER RIDF-XXV,LAND DEVELOPMENT AND SOIL EROSION CONTROL PROJECT UNDER SIDLI DEV. BLOCK UNDER RIDF-XXV,Works,Open Tender,Works,Civil Works,2020-2021,No,No,,04-01-2021 15:30,,365,No,No,Online,12-01-2021 15:00,Soil Conservation Department||Director - SCD,Soil Conservation Department,Chirang,783390,1.0,17-Feb-21,INR 9647878.52,['SANJOY OWARY'],"98,44,774",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,{'erosion': 2},,CHIRANG,CHIRANG,False,CHIRANG,"'SIDLI', 'Sidli'",SIDLI-CHIRANG,Sidli (Pt),Sidli (Pt)
597,4113,2017_BTC_3806_1,ACE29/TECH/MSLPR/IFB/Pt1/16-17,TN-301-i,TN-301-i Construction of 2 Cell Box Culvert at R.D. Road to Tamulpur Barnagar Collage Road under Baksa District for the year 2015-16.,Works,Open Tender,Item Rate,Civil Works,2017-2018,No,No,,09-11-2017 10:30,,180,No,No,Offline,21-11-2017 16:30,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajahr,788730,0.0,,,,2163763,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'road': 2}",,TAMULPUR,,True,TAMULPUR,"'TAMULPUR', 'Tamulpur'",TAMULPUR,Tamulpur,Tamulpur
2540,20235,2019_BoTC_15252_1,TN-340,Reconstruction of Flood Damaged Tamulpur Ghograpar road to Hahkata under SOPD (FDR) for the year 2019-20,Reconstruction of Flood Damaged Tamulpur Ghograpar road to Hahkata under SOPD (FDR) for the year 2019-20,Works,Open Tender,Item Rate,Civil Works – Roads,2019-2020,No,No,,06-12-2019 18:00,10-12-2019 11:00,180,No,No,Offline,28-12-2019 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Tamulpur,781367,3.0,,,,5190817,To be Opened,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Preparedness Measures,"{'reconstruction': 2, 'road': 2}",,TAMULPUR,TAMULPUR,True,TAMULPUR,"'Hahkata', 'TAMULPUR', 'Tamulpur'",TAMULPUR,Tamulpur,Tamulpur
3119,24878,2020_BTCWR_18165_1,NIT Addl.CE/KZ/WR/E-T/AC/104/494 dt.15.07.2020,Construction of embankment from Jartaluk and Nakhata village R.C.C bridge Dhamdhama Tamulpur PWD Road over Pagladia river to Halapara village under NABARD RIDF-XXV,Construction of embankment from Jartaluk and Nakhata village R.C.C bridge Dhamdhama Tamulpur PWD Road over Pagladia river to Halapara village under NABARD RIDF-XXV,Works,Open Tender,Item Rate,Civil Works,2020-2021,No,No,,18-07-2020 10:00,,180,No,No,Online,07-08-2020 16:00,Bodoland Territorial Council-WRD,Bodoland Territorial Council-WRD,At Jartaluk and Nakhata village,781372,3.0,06-10-2020 00:00,18958558.39,"HARESWAR BARO,Sabita Ramchiary,SRI ANIL BORO",18958558,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,RIDF,Preparedness Measures,"{'embankment': 2, 'road': 2, 'bridge': 2}",,TAMULPUR,,True,TAMULPUR,"'TAMULPUR', 'Tamulpur'",TAMULPUR,Tamulpur,Tamulpur
3299,28111,2021_PWD_20217_132,CE/DEV/TB/93/2020-21/33,"SOPD_G_20_21_177 Construction of road from Kalajhar Gabriel Beshra house to Jalah road via- No. 1 Santipur including 8 No. RCC Culvert in Baksa district, Assam under SOPD-G for the year 2020-21, Tamulpur LAC","SOPD_G_20_21_177 Construction of road from Kalajhar Gabriel Beshra house to Jalah road via- No. 1 Santipur including 8 No. RCC Culvert in Baksa district, Assam under SOPD-G for the year 2020-21, Tamulpur LAC",Works,Open Tender,Item Rate,Civil Works,2020-2021,No,No,,20-01-2021 18:55,21-01-2021 12:00,180,No,No,Offline,01-02-2021 14:30,Public Works Roads Department,Public Works Roads Department,Tamulpur,781003,4.0,,,,37510000,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'rcc': 2, 'road': 4}",,TAMULPUR,TAMULPUR,False,TAMULPUR,"'TAMULPUR', 'Tamulpur', 'KALAJHAR', 'Kalajhar'",TAMULPUR,Tamulpur,Tamulpur
