,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead
711,0,2022_DoWR_28102_1,DIBRUGARH/2022-23/RIDF/IV,Restoration of flood damages from Nagaghuli to Philonoguri of Oakland dyke including construction of retirement. PACKAGE 3,Restoration of flood damages from Nagaghuli to Philonoguri of Oakland dyke including construction of retirement.,Works,Open Tender,Civil Works,No,No,NA ,08-Dec-2022 06:00 PM,NA ,180.0,No ,No,Online,29-Dec-2022 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,DIBRUGARH,786001.0,2.0,"14,32,41,506",RANJAN DUTTA,128917356.0,Rejected-AOC,28-Mar-2023,AOC,Department of Water Resources||Chief Engineer - DoWR,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Immediate Measures,{'package': 1}
715,0,2023_PWBNH_29988_1,SE(B)/DIB/CS-17/22-23/318-A,Construction of National Emergency Life Support (NELS) Training Centre at Assam Medical College and Hospital Dibrugarh,Construction of National Emergency Life Support (NELS) Training Centre at Assam Medical College and Hospital Dibrugarh,Works,Open Tender,Civil Works - Building,No,No,NA ,21-Mar-2023 11:00 AM,22-Mar-2023 11:00 AM ,180.0,No ,No,Online,29-Mar-2023 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Dibrugarh Building Division - PWBNH,Assam Medical College and Hospital Dibrugarh,786002.0,2.0,"1,07,82,319",O.P.GARODIA,10950821.0,Rejected-AOC,25-Apr-2023,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Dibrugarh Building Division - PWBNH,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 2, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Others,
744,0,2023_GMC_28881_22,GER/DIV-V/144/2022/02/RE Dated 13/01/2023,Cleaning and Desilting of 143 nos of Drains under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2022-23 Package no. DSLT-22,Package no. DSLT-22,Works,Open Tender,Civil Works - Others,No,No,NA ,16-Jan-2023 09:00 AM,NA ,120.0,No ,No,Online,21-Jan-2023 02:30 PM,Guwahati Municipal Corporation,Guwahati,781005.0,2.0,"15,85,242",SARAT DAS,1252024.0,Rejected-AOC,22-Apr-2023,AOC,Guwahati Municipal Corporation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'package': 2}
765,0,2022_DoWR_28060_2,W KARBI ANGLONG/2022-23/RIDF/I,Construction of embankment on the left bank of river Kopilli in West Karbi Anglong (ph-I) RETENDER,Construction of embankment on the left bank of river Kopilli in West Karbi Anglong (ph-I),Works,Open Tender,Civil Works,No,No,NA ,04-Feb-2023 06:00 PM,NA ,180.0,No ,No,Online,10-Feb-2023 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,WEST KARBI ANGLONG,782485.0,2.0,"4,99,99,660",Akhil Kumar Jain,,Admitted-Finance,,Retender,Department of Water Resources||Chief Engineer - DoWR,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,{'embankment': 2}
795,0,2023_PWD_29872_1,CE/CW/55/2022-23-Sunsali,Sunsali Picnic Spot Approach Road,"Constn. of RCC drain at Sunsali picnic spot App Rd, Imp of Swaraj Nagar b.l No. 3 at Sarumotoria with RCC drain works etc. and Imp of Juripar Path with RCC culvert over Lakhimijan connecting Lakhimi Nagar Path under SOPD(G) for the year 2022-23",Works,Open Tender,Civil Works – Roads,No,No,NA ,21-Mar-2023 09:00 AM,NA ,180.0,No ,No,Online,06-Apr-2023 02:30 PM,Public Works Roads Department,Guwahati,781020.0,2.0,"1,88,07,000",Abdul Mashaikh Faraz,,Admitted-Finance,,Financial Bid Opening,Public Works Roads Department,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'constn': 1, 'culvert': 1, 'drain': 2, 'rcc': 3, 'road': 1}"
802,0,2022_GMC_28435_3,GER/Div-V/144/2022/02 Dated 19/12/2022,Cleaning and Desilting of 143 nos of Drains under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2022-23 Package no. DSLT 3,Package no. DSLT- 03,Works,Open Tender,Civil Works - Others,No,No,NA ,26-Dec-2022 09:00 AM,NA ,120.0,No ,No,Online,06-Jan-2023 02:30 PM,Guwahati Municipal Corporation,GUWAHATI,781005.0,2.0,"12,35,110",,,,,Cancelled,Guwahati Municipal Corporation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Immediate Measures,{'package': 2}
804,0,2023_GMC_28881_5,GER/DIV-V/144/2022/02/RE Dated 13/01/2023,Cleaning and Desilting of 143 nos of Drains under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2022-23 Package no. DSLT-5,Package no. DSLT-5,Works,Open Tender,Civil Works - Others,No,No,NA ,14-Jan-2023 06:50 PM,NA ,120.0,No ,No,Online,21-Jan-2023 02:30 PM,Guwahati Municipal Corporation,Guwahati,781005.0,2.0,"11,95,727",SARAT DAS,944385.0,Accepted-AOC,21-Apr-2023,AOC,Guwahati Municipal Corporation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'package': 2}
817,0,2022_DoWR_28157_2,NAGAON/2022-23/RIDF/IV,Protection of B/dyke at upstream of Muwamari butting point from the erosion of river Brahmaputra. PACKAGE 1 RETENDER,Protection of B/dyke at upstream of Muwamari butting point from the erosion of river Brahmaputra.,Works,Open Tender,Civil Works,No,No,NA ,27-Jan-2023 06:00 PM,NA ,180.0,No ,No,Online,02-Feb-2023 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,NAGAON,782001.0,2.0,"20,14,47,555",,,,,Retender,Department of Water Resources||Chief Engineer - DoWR,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Immediate Measures,{'package': 1}
818,0,2022_BoTC_27838_112,CHDI/ET/2022-23/2,"Different works of Extension, Renovation and Modernization of (ERM), Sukla Irrigation Project under PMKSY-AIBP for the year 2021-22 _Group No.106","Installation of _Roof Truss over Hoist Bridge, Under Sluice and River Sluice Gate, Head Regulator Gate, Painting, Electrification and Gen Set etc of Head Works under ERM,Sukla Irrigation Project under PMKSY-AIBP for the year 2021-22",Works,Open Tender,Civil Works,No,No,NA ,25-Nov-2022 09:25 AM,NA ,180.0,No ,No,Online,12-Dec-2022 02:00 PM,Bodoland Territorial Council||Irrigation-BTC,At Sukla FIS,781364.0,2.0,"1,87,00,981",ASHOK KUMAR BAJAJ,16830882.9,Rejected-Finance,14-Apr-2023,AOC,Bodoland Territorial Council||Irrigation-BTC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 2, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'sluice': 2, 'bridge': 1}"
840,0,2023_AEGCL_28779_1,Tech-06/Behiating (Deposit)/2022-23/Bid,Additional Works for construction of 1 no. of 132kV railway traction bay at 132KV GSS Behiating,Dismantling of existing road alongwith construction of new road of width 4m and width 2.5 m. Dismantling of existing Storm Water Drain and construction of new Storm Water Drain adjacent to the new proposed road,Works,Open Tender,Civil Works,No,No,NA ,12-Jan-2023 12:00 PM,NA ,180.0,No ,No,Online,31-Jan-2023 03:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),BEHIATING,786004.0,2.0,"31,75,321",DILIP KUMAR SAIKIA,,Admitted-Finance,,Cancelled,Assam Electricity Grid Corporation Ltd||CGM (T and T),True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 2, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'new': 3, 'storm water': 2, 'drain': 2, 'road': 3}"
854,0,2023_BoTC_29558_1,DPRD/BTC/15FC/UT/Udl-132/23/8,Imp of road with heavy E/F and S/G at Barman Basti near Tila Garo Basti including 2 Nos slab culvert under 15th Finance Commission for the year 2022-23.,DPRD/BTC/15thFC/UT/Udl-132/2023/08,Works,Open Tender,Civil Works,No,No,NA ,27-Feb-2023 10:30 AM,NA ,180.0,No ,No,Online,21-Mar-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Udalguri,784509.0,2.0,"43,56,863",Aikon Daimari,,Not Admitted-Fee/PreQual/Technical,,Financial Evaluation,Bodoland Territorial Council||Panchayat and Rural Development-BTC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 1, 'road': 1}"
